Date,Product,Category,Quantity Sold,Unit Price,Revenue,Prescription Required
2023-10-11,Cetirizine 10mg,Antihistamine,18,0.31,5.58,No
2023-10-11,Amoxicillin 500mg,Antibiotic,35,0.88,30.8,Yes
2023-10-11,Azithromycin 250mg,Antibiotic,34,1.17,39.78,Yes
2023-10-11,Metformin 500mg,Antidiabetic,22,0.66,14.52,Yes
2023-10-11,Amlodipine 5mg,Cardiac,23,0.73,16.79,Yes
2023-10-11,Omeprazole 20mg,Gastro,14,0.57,7.98,No
2023-10-11,Salbutamol Inhaler,Respiratory,25,3.54,88.5,Yes
2023-10-11,Vitamin C 1000mg,Supplement,28,0.39,10.92,No
2023-10-12,Paracetamol 500mg,Analgesic,24,0.26,6.24,No
2023-10-12,Ibuprofen 200mg,Analgesic,28,0.37,10.36,No
2023-10-12,Cetirizine 10mg,Antihistamine,14,0.29,4.06,No
2023-10-12,Amoxicillin 500mg,Antibiotic,30,0.88,26.4,Yes
2023-10-12,Azithromycin 250mg,Antibiotic,34,1.09,37.06,Yes
2023-10-12,Metformin 500mg,Antidiabetic,33,0.63,20.79,Yes
2023-10-12,Amlodipine 5mg,Cardiac,17,0.71,12.07,Yes
2023-10-12,Omeprazole 20mg,Gastro,21,0.55,11.55,No
2023-10-12,Salbutamol Inhaler,Respiratory,19,3.6,68.4,Yes
2023-10-12,Vitamin C 1000mg,Supplement,18,0.41,7.38,No
2023-10-13,Paracetamol 500mg,Analgesic,16,0.27,4.32,No
2023-10-13,Ibuprofen 200mg,Analgesic,25,0.38,9.5,No
2023-10-13,Cetirizine 10mg,Antihistamine,17,0.3,5.1,No
2023-10-13,Amoxicillin 500mg,Antibiotic,25,0.76,19.0,Yes
2023-10-13,Azithromycin 250mg,Antibiotic,30,1.11,33.3,Yes
2023-10-13,Metformin 500mg,Antidiabetic,35,0.57,19.95,Yes
2023-10-13,Amlodipine 5mg,Cardiac,39,0.72,28.08,Yes
2023-10-13,Omeprazole 20mg,Gastro,16,0.58,9.28,No
2023-10-13,Salbutamol Inhaler,Respiratory,38,3.36,127.68,Yes
2023-10-13,Vitamin C 1000mg,Supplement,31,0.42,13.02,No
2023-10-14,Paracetamol 500mg,Analgesic,32,0.25,8.0,No
2023-10-14,Ibuprofen 200mg,Analgesic,22,0.36,7.92,No
2023-10-14,Cetirizine 10mg,Antihistamine,27,0.29,7.83,No
2023-10-14,Amoxicillin 500mg,Antibiotic,14,0.8,11.2,Yes
2023-10-14,Azithromycin 250mg,Antibiotic,32,1.09,34.88,Yes
2023-10-14,Metformin 500mg,Antidiabetic,20,0.59,11.8,Yes
2023-10-14,Amlodipine 5mg,Cardiac,31,0.75,23.25,Yes
2023-10-14,Omeprazole 20mg,Gastro,22,0.57,12.54,No
2023-10-14,Salbutamol Inhaler,Respiratory,24,3.62,86.88,Yes
2023-10-14,Vitamin C 1000mg,Supplement,19,0.42,7.98,No
2023-10-15,Paracetamol 500mg,Analgesic,26,0.27,7.02,No
2023-10-15,Ibuprofen 200mg,Analgesic,26,0.34,8.84,No
2023-10-15,Cetirizine 10mg,Antihistamine,30,0.31,9.3,No
2023-10-15,Amoxicillin 500mg,Antibiotic,26,0.86,22.36,Yes
2023-10-15,Azithromycin 250mg,Antibiotic,19,1.05,19.95,Yes
2023-10-15,Metformin 500mg,Antidiabetic,20,0.65,13.0,Yes
2023-10-15,Amlodipine 5mg,Cardiac,31,0.76,23.56,Yes
2023-10-15,Omeprazole 20mg,Gastro,27,0.57,15.39,No
2023-10-15,Salbutamol Inhaler,Respiratory,13,3.35,43.55,Yes
2023-10-15,Vitamin C 1000mg,Supplement,14,0.42,5.88,No
2023-10-16,Paracetamol 500mg,Analgesic,17,0.27,4.59,No
2023-10-16,Ibuprofen 200mg,Analgesic,33,0.33,10.89,No
2023-10-16,Cetirizine 10mg,Antihistamine,30,0.32,9.6,No
2023-10-16,Amoxicillin 500mg,Antibiotic,18,0.84,15.12,Yes
2023-10-16,Azithromycin 250mg,Antibiotic,22,1.16,25.52,Yes
2023-10-16,Metformin 500mg,Antidiabetic,31,0.58,17.98,Yes
2023-10-16,Amlodipine 5mg,Cardiac,33,0.76,25.08,Yes
2023-10-16,Omeprazole 20mg,Gastro,18,0.53,9.54,No
2023-10-16,Salbutamol Inhaler,Respiratory,24,3.52,84.48,Yes
2023-10-16,Vitamin C 1000mg,Supplement,27,0.43,11.61,No
2023-10-17,Paracetamol 500mg,Analgesic,32,0.27,8.64,No
2023-10-17,Ibuprofen 200mg,Analgesic,15,0.34,5.1,No
2023-10-17,Cetirizine 10mg,Antihistamine,28,0.31,8.68,No
2023-10-17,Amoxicillin 500mg,Antibiotic,35,0.87,30.45,Yes
2023-10-17,Azithromycin 250mg,Antibiotic,34,1.12,38.08,Yes
2023-10-17,Metformin 500mg,Antidiabetic,22,0.64,14.08,Yes
2023-10-17,Amlodipine 5mg,Cardiac,32,0.71,22.72,Yes
2023-10-17,Omeprazole 20mg,Gastro,15,0.56,8.4,No
2023-10-17,Salbutamol Inhaler,Respiratory,28,3.42,95.76,Yes
2023-10-17,Vitamin C 1000mg,Supplement,38,0.44,16.72,No
2023-10-18,Paracetamol 500mg,Analgesic,16,0.24,3.84,No
2023-10-18,Ibuprofen 200mg,Analgesic,27,0.35,9.45,No
2023-10-18,Cetirizine 10mg,Antihistamine,41,0.3,12.3,No
2023-10-18,Amoxicillin 500mg,Antibiotic,38,0.81,30.78,Yes
2023-10-18,Azithromycin 250mg,Antibiotic,18,1.08,19.44,Yes
2023-10-18,Metformin 500mg,Antidiabetic,20,0.6,12.0,Yes
2023-10-18,Amlodipine 5mg,Cardiac,21,0.76,15.96,Yes
2023-10-18,Omeprazole 20mg,Gastro,29,0.56,16.24,No
2023-10-18,Salbutamol Inhaler,Respiratory,14,3.61,50.54,Yes
2023-10-18,Vitamin C 1000mg,Supplement,17,0.43,7.31,No
2023-10-19,Paracetamol 500mg,Analgesic,20,0.26,5.2,No
2023-10-19,Ibuprofen 200mg,Analgesic,10,0.36,3.6,No
2023-10-19,Cetirizine 10mg,Antihistamine,27,0.29,7.83,No
2023-10-19,Amoxicillin 500mg,Antibiotic,18,0.87,15.66,Yes
2023-10-19,Azithromycin 250mg,Antibiotic,31,1.11,34.41,Yes
2023-10-19,Metformin 500mg,Antidiabetic,29,0.58,16.82,Yes
2023-10-19,Amlodipine 5mg,Cardiac,15,0.72,10.8,Yes
2023-10-19,Omeprazole 20mg,Gastro,20,0.6,12.0,No
2023-10-19,Salbutamol Inhaler,Respiratory,19,3.37,64.03,Yes
2023-10-19,Vitamin C 1000mg,Supplement,30,0.43,12.9,No
2023-10-20,Paracetamol 500mg,Analgesic,20,0.25,5.0,No
2023-10-20,Ibuprofen 200mg,Analgesic,31,0.36,11.16,No
2023-10-20,Cetirizine 10mg,Antihistamine,13,0.29,3.77,No
2023-10-20,Amoxicillin 500mg,Antibiotic,29,0.87,25.23,Yes
2023-10-20,Azithromycin 250mg,Antibiotic,25,1.1,27.5,Yes
2023-10-20,Metformin 500mg,Antidiabetic,23,0.66,15.18,Yes
2023-10-20,Amlodipine 5mg,Cardiac,22,0.75,16.5,Yes
2023-10-20,Omeprazole 20mg,Gastro,13,0.53,6.89,No
2023-10-20,Salbutamol Inhaler,Respiratory,21,3.46,72.66,Yes
2023-10-20,Vitamin C 1000mg,Supplement,12,0.39,4.68,No
2023-10-21,Paracetamol 500mg,Analgesic,10,0.27,2.7,No
2023-10-21,Ibuprofen 200mg,Analgesic,25,0.35,8.75,No
2023-10-21,Cetirizine 10mg,Antihistamine,23,0.31,7.13,No
2023-10-21,Amoxicillin 500mg,Antibiotic,29,0.8,23.2,Yes
2023-10-21,Azithromycin 250mg,Antibiotic,23,1.05,24.15,Yes
2023-10-21,Metformin 500mg,Antidiabetic,17,0.62,10.54,Yes
2023-10-21,Amlodipine 5mg,Cardiac,31,0.75,23.25,Yes
2023-10-21,Omeprazole 20mg,Gastro,25,0.53,13.25,No
2023-10-21,Salbutamol Inhaler,Respiratory,15,3.76,56.4,Yes
2023-10-21,Vitamin C 1000mg,Supplement,27,0.43,11.61,No
2023-10-22,Paracetamol 500mg,Analgesic,23,0.24,5.52,No
2023-10-22,Ibuprofen 200mg,Analgesic,17,0.35,5.95,No
2023-10-22,Cetirizine 10mg,Antihistamine,21,0.29,6.09,No
2023-10-22,Amoxicillin 500mg,Antibiotic,16,0.78,12.48,Yes
2023-10-22,Azithromycin 250mg,Antibiotic,15,1.18,17.7,Yes
2023-10-22,Metformin 500mg,Antidiabetic,20,0.63,12.6,Yes
2023-10-22,Amlodipine 5mg,Cardiac,23,0.71,16.33,Yes
2023-10-22,Omeprazole 20mg,Gastro,18,0.55,9.9,No
2023-10-22,Salbutamol Inhaler,Respiratory,10,3.79,37.9,Yes
2023-10-22,Vitamin C 1000mg,Supplement,19,0.42,7.98,No
2023-10-23,Paracetamol 500mg,Analgesic,32,0.26,8.32,No
2023-10-23,Ibuprofen 200mg,Analgesic,15,0.35,5.25,No
2023-10-23,Cetirizine 10mg,Antihistamine,29,0.3,8.7,No
2023-10-23,Amoxicillin 500mg,Antibiotic,26,0.81,21.06,Yes
2023-10-23,Azithromycin 250mg,Antibiotic,11,1.13,12.43,Yes
2023-10-23,Metformin 500mg,Antidiabetic,25,0.64,16.0,Yes
2023-10-23,Amlodipine 5mg,Cardiac,33,0.72,23.76,Yes
2023-10-23,Omeprazole 20mg,Gastro,19,0.53,10.07,No
2023-10-23,Salbutamol Inhaler,Respiratory,31,3.33,103.23,Yes
2023-10-23,Vitamin C 1000mg,Supplement,30,0.39,11.7,No
2023-10-24,Paracetamol 500mg,Analgesic,40,0.24,9.6,No
2023-10-24,Ibuprofen 200mg,Analgesic,35,0.35,12.25,No
2023-10-24,Cetirizine 10mg,Antihistamine,32,0.31,9.92,No
2023-10-24,Amoxicillin 500mg,Antibiotic,22,0.79,17.38,Yes
2023-10-24,Azithromycin 250mg,Antibiotic,21,1.13,23.73,Yes
2023-10-24,Metformin 500mg,Antidiabetic,23,0.64,14.72,Yes
2023-10-24,Amlodipine 5mg,Cardiac,21,0.69,14.49,Yes
2023-10-24,Omeprazole 20mg,Gastro,20,0.54,10.8,No
2023-10-24,Salbutamol Inhaler,Respiratory,11,3.85,42.35,Yes
2023-10-24,Vitamin C 1000mg,Supplement,14,0.39,5.46,No
2023-10-25,Paracetamol 500mg,Analgesic,11,0.25,2.75,No
2023-10-25,Ibuprofen 200mg,Analgesic,35,0.37,12.95,No
2023-10-25,Cetirizine 10mg,Antihistamine,24,0.32,7.68,No
2023-10-25,Amoxicillin 500mg,Antibiotic,13,0.81,10.53,Yes
2023-10-25,Azithromycin 250mg,Antibiotic,29,1.2,34.8,Yes
2023-10-25,Metformin 500mg,Antidiabetic,30,0.63,18.9,Yes
2023-10-25,Amlodipine 5mg,Cardiac,18,0.72,12.96,Yes
2023-10-25,Omeprazole 20mg,Gastro,26,0.58,15.08,No
2023-10-25,Salbutamol Inhaler,Respiratory,24,3.78,90.72,Yes
2023-10-25,Vitamin C 1000mg,Supplement,29,0.4,11.6,No
2023-10-26,Paracetamol 500mg,Analgesic,32,0.25,8.0,No
2023-10-26,Ibuprofen 200mg,Analgesic,11,0.34,3.74,No
2023-10-26,Cetirizine 10mg,Antihistamine,17,0.32,5.44,No
2023-10-26,Amoxicillin 500mg,Antibiotic,17,0.81,13.77,Yes
2023-10-26,Azithromycin 250mg,Antibiotic,29,1.06,30.74,Yes
2023-10-26,Metformin 500mg,Antidiabetic,16,0.57,9.12,Yes
2023-10-26,Amlodipine 5mg,Cardiac,24,0.72,17.28,Yes
2023-10-26,Omeprazole 20mg,Gastro,15,0.53,7.95,No
2023-10-26,Salbutamol Inhaler,Respiratory,15,3.53,52.95,Yes
2023-10-26,Vitamin C 1000mg,Supplement,18,0.44,7.92,No
2023-10-27,Paracetamol 500mg,Analgesic,23,0.26,5.98,No
2023-10-27,Ibuprofen 200mg,Analgesic,25,0.34,8.5,No
2023-10-27,Cetirizine 10mg,Antihistamine,29,0.32,9.28,No
2023-10-27,Amoxicillin 500mg,Antibiotic,15,0.79,11.85,Yes
2023-10-27,Azithromycin 250mg,Antibiotic,30,1.09,32.7,Yes
2023-10-27,Metformin 500mg,Antidiabetic,26,0.65,16.9,Yes
2023-10-27,Amlodipine 5mg,Cardiac,17,0.7,11.9,Yes
2023-10-27,Omeprazole 20mg,Gastro,29,0.56,16.24,No
2023-10-27,Salbutamol Inhaler,Respiratory,15,3.34,50.1,Yes
2023-10-27,Vitamin C 1000mg,Supplement,21,0.43,9.03,No
2023-10-28,Paracetamol 500mg,Analgesic,18,0.27,4.86,No
2023-10-28,Ibuprofen 200mg,Analgesic,30,0.35,10.5,No
2023-10-28,Cetirizine 10mg,Antihistamine,7,0.33,2.31,No
2023-10-28,Amoxicillin 500mg,Antibiotic,9,0.76,6.84,Yes
2023-10-28,Azithromycin 250mg,Antibiotic,27,1.07,28.89,Yes
2023-10-28,Metformin 500mg,Antidiabetic,21,0.62,13.02,Yes
2023-10-28,Amlodipine 5mg,Cardiac,30,0.77,23.1,Yes
2023-10-28,Omeprazole 20mg,Gastro,14,0.56,7.84,No
2023-10-28,Salbutamol Inhaler,Respiratory,10,3.76,37.6,Yes
2023-10-28,Vitamin C 1000mg,Supplement,16,0.42,6.72,No
2023-10-29,Paracetamol 500mg,Analgesic,32,0.26,8.32,No
2023-10-29,Ibuprofen 200mg,Analgesic,27,0.36,9.72,No
2023-10-29,Cetirizine 10mg,Antihistamine,7,0.31,2.17,No
2023-10-29,Amoxicillin 500mg,Antibiotic,28,0.87,24.36,Yes
2023-10-29,Azithromycin 250mg,Antibiotic,12,1.06,12.72,Yes
2023-10-29,Metformin 500mg,Antidiabetic,32,0.65,20.8,Yes
2023-10-29,Amlodipine 5mg,Cardiac,15,0.74,11.1,Yes
2023-10-29,Omeprazole 20mg,Gastro,25,0.56,14.0,No
2023-10-29,Salbutamol Inhaler,Respiratory,25,3.68,92.0,Yes
2023-10-29,Vitamin C 1000mg,Supplement,31,0.43,13.33,No
2023-10-30,Paracetamol 500mg,Analgesic,20,0.24,4.8,No
2023-10-30,Ibuprofen 200mg,Analgesic,21,0.35,7.35,No
2023-10-30,Cetirizine 10mg,Antihistamine,19,0.33,6.27,No
2023-10-30,Amoxicillin 500mg,Antibiotic,16,0.86,13.76,Yes
2023-10-30,Azithromycin 250mg,Antibiotic,29,1.19,34.51,Yes
2023-10-30,Metformin 500mg,Antidiabetic,29,0.58,16.82,Yes
2023-10-30,Amlodipine 5mg,Cardiac,23,0.76,17.48,Yes
2023-10-30,Omeprazole 20mg,Gastro,16,0.55,8.8,No
2023-10-30,Salbutamol Inhaler,Respiratory,17,3.5,59.5,Yes
2023-10-30,Vitamin C 1000mg,Supplement,12,0.42,5.04,No
2023-10-31,Paracetamol 500mg,Analgesic,17,0.25,4.25,No
2023-10-31,Ibuprofen 200mg,Analgesic,23,0.37,8.51,No
2023-10-31,Cetirizine 10mg,Antihistamine,25,0.31,7.75,No
2023-10-31,Amoxicillin 500mg,Antibiotic,32,0.79,25.28,Yes
2023-10-31,Azithromycin 250mg,Antibiotic,21,1.17,24.57,Yes
2023-10-31,Metformin 500mg,Antidiabetic,33,0.62,20.46,Yes
2023-10-31,Amlodipine 5mg,Cardiac,36,0.73,26.28,Yes
2023-10-31,Omeprazole 20mg,Gastro,20,0.53,10.6,No
2023-10-31,Salbutamol Inhaler,Respiratory,26,3.52,91.52,Yes
2023-10-31,Vitamin C 1000mg,Supplement,24,0.41,9.84,No
2023-11-01,Paracetamol 500mg,Analgesic,25,0.27,6.75,No
2023-11-01,Ibuprofen 200mg,Analgesic,38,0.36,13.68,No
2023-11-01,Cetirizine 10mg,Antihistamine,14,0.33,4.62,No
2023-11-01,Amoxicillin 500mg,Antibiotic,26,0.88,22.88,Yes
2023-11-01,Azithromycin 250mg,Antibiotic,19,1.12,21.28,Yes
2023-11-01,Metformin 500mg,Antidiabetic,36,0.57,20.52,Yes
2023-11-01,Amlodipine 5mg,Cardiac,25,0.74,18.5,Yes
2023-11-01,Omeprazole 20mg,Gastro,26,0.55,14.3,No
2023-11-01,Salbutamol Inhaler,Respiratory,13,3.54,46.02,Yes
2023-11-01,Vitamin C 1000mg,Supplement,12,0.39,4.68,No
2023-11-02,Paracetamol 500mg,Analgesic,18,0.27,4.86,No
2023-11-02,Ibuprofen 200mg,Analgesic,30,0.36,10.8,No
2023-11-02,Cetirizine 10mg,Antihistamine,36,0.31,11.16,No
2023-11-02,Amoxicillin 500mg,Antibiotic,17,0.81,13.77,Yes
2023-11-02,Azithromycin 250mg,Antibiotic,33,1.12,36.96,Yes
2023-11-02,Metformin 500mg,Antidiabetic,17,0.63,10.71,Yes
2023-11-02,Amlodipine 5mg,Cardiac,15,0.71,10.65,Yes
2023-11-02,Omeprazole 20mg,Gastro,28,0.55,15.4,No
2023-11-02,Salbutamol Inhaler,Respiratory,34,3.76,127.84,Yes
2023-11-02,Vitamin C 1000mg,Supplement,14,0.41,5.74,No
2023-11-03,Paracetamol 500mg,Analgesic,28,0.24,6.72,No
2023-11-03,Ibuprofen 200mg,Analgesic,19,0.38,7.22,No
2023-11-03,Cetirizine 10mg,Antihistamine,32,0.3,9.6,No
2023-11-03,Amoxicillin 500mg,Antibiotic,20,0.78,15.6,Yes
2023-11-03,Azithromycin 250mg,Antibiotic,30,1.1,33.0,Yes
2023-11-03,Metformin 500mg,Antidiabetic,34,0.64,21.76,Yes
2023-11-03,Amlodipine 5mg,Cardiac,29,0.71,20.59,Yes
2023-11-03,Omeprazole 20mg,Gastro,23,0.56,12.88,No
2023-11-03,Salbutamol Inhaler,Respiratory,28,3.75,105.0,Yes
2023-11-03,Vitamin C 1000mg,Supplement,26,0.43,11.18,No
2023-11-04,Paracetamol 500mg,Analgesic,23,0.26,5.98,No
2023-11-04,Ibuprofen 200mg,Analgesic,24,0.38,9.12,No
2023-11-04,Cetirizine 10mg,Antihistamine,19,0.33,6.27,No
2023-11-04,Amoxicillin 500mg,Antibiotic,23,0.81,18.63,Yes
2023-11-04,Azithromycin 250mg,Antibiotic,16,1.05,16.8,Yes
2023-11-04,Metformin 500mg,Antidiabetic,21,0.62,13.02,Yes
2023-11-04,Amlodipine 5mg,Cardiac,28,0.69,19.32,Yes
2023-11-04,Omeprazole 20mg,Gastro,17,0.57,9.69,No
2023-11-04,Salbutamol Inhaler,Respiratory,21,3.52,73.92,Yes
2023-11-04,Vitamin C 1000mg,Supplement,15,0.42,6.3,No
2023-11-05,Paracetamol 500mg,Analgesic,15,0.24,3.6,No
2023-11-05,Ibuprofen 200mg,Analgesic,11,0.37,4.07,No
2023-11-05,Cetirizine 10mg,Antihistamine,24,0.32,7.68,No
2023-11-05,Amoxicillin 500mg,Antibiotic,16,0.84,13.44,Yes
2023-11-05,Azithromycin 250mg,Antibiotic,11,1.13,12.43,Yes
2023-11-05,Metformin 500mg,Antidiabetic,22,0.6,13.2,Yes
2023-11-05,Amlodipine 5mg,Cardiac,27,0.75,20.25,Yes
2023-11-05,Omeprazole 20mg,Gastro,31,0.54,16.74,No
2023-11-05,Salbutamol Inhaler,Respiratory,18,3.42,61.56,Yes
2023-11-05,Vitamin C 1000mg,Supplement,27,0.42,11.34,No
2023-11-06,Paracetamol 500mg,Analgesic,22,0.27,5.94,No
2023-11-06,Ibuprofen 200mg,Analgesic,31,0.35,10.85,No
2023-11-06,Cetirizine 10mg,Antihistamine,36,0.3,10.8,No
2023-11-06,Amoxicillin 500mg,Antibiotic,16,0.79,12.64,Yes
2023-11-06,Azithromycin 250mg,Antibiotic,31,1.1,34.1,Yes
2023-11-06,Metformin 500mg,Antidiabetic,33,0.57,18.81,Yes
2023-11-06,Amlodipine 5mg,Cardiac,33,0.74,24.42,Yes
2023-11-06,Omeprazole 20mg,Gastro,17,0.57,9.69,No
2023-11-06,Salbutamol Inhaler,Respiratory,26,3.67,95.42,Yes
2023-11-06,Vitamin C 1000mg,Supplement,24,0.41,9.84,No
2023-11-07,Paracetamol 500mg,Analgesic,29,0.25,7.25,No
2023-11-07,Ibuprofen 200mg,Analgesic,29,0.38,11.02,No
2023-11-07,Cetirizine 10mg,Antihistamine,27,0.29,7.83,No
2023-11-07,Amoxicillin 500mg,Antibiotic,18,0.78,14.04,Yes
2023-11-07,Azithromycin 250mg,Antibiotic,14,1.06,14.84,Yes
2023-11-07,Metformin 500mg,Antidiabetic,41,0.62,25.42,Yes
2023-11-07,Amlodipine 5mg,Cardiac,23,0.74,17.02,Yes
2023-11-07,Omeprazole 20mg,Gastro,13,0.55,7.15,No
2023-11-07,Salbutamol Inhaler,Respiratory,36,3.36,120.96,Yes
2023-11-07,Vitamin C 1000mg,Supplement,33,0.39,12.87,No
2023-11-08,Paracetamol 500mg,Analgesic,14,0.25,3.5,No
2023-11-08,Ibuprofen 200mg,Analgesic,17,0.37,6.29,No
2023-11-08,Cetirizine 10mg,Antihistamine,17,0.31,5.27,No
2023-11-08,Amoxicillin 500mg,Antibiotic,30,0.79,23.7,Yes
2023-11-08,Azithromycin 250mg,Antibiotic,35,1.08,37.8,Yes
2023-11-08,Metformin 500mg,Antidiabetic,33,0.64,21.12,Yes
2023-11-08,Amlodipine 5mg,Cardiac,30,0.68,20.4,Yes
2023-11-08,Omeprazole 20mg,Gastro,25,0.52,13.0,No
2023-11-08,Salbutamol Inhaler,Respiratory,34,3.69,125.46,Yes
2023-11-08,Vitamin C 1000mg,Supplement,17,0.38,6.46,No
2023-11-09,Paracetamol 500mg,Analgesic,32,0.26,8.32,No
2023-11-09,Ibuprofen 200mg,Analgesic,15,0.37,5.55,No
2023-11-09,Cetirizine 10mg,Antihistamine,16,0.33,5.28,No
2023-11-09,Amoxicillin 500mg,Antibiotic,33,0.76,25.08,Yes
2023-11-09,Azithromycin 250mg,Antibiotic,18,1.05,18.9,Yes
2023-11-09,Metformin 500mg,Antidiabetic,25,0.6,15.0,Yes
2023-11-09,Amlodipine 5mg,Cardiac,21,0.73,15.33,Yes
2023-11-09,Omeprazole 20mg,Gastro,17,0.6,10.2,No
2023-11-09,Salbutamol Inhaler,Respiratory,23,3.53,81.19,Yes
2023-11-09,Vitamin C 1000mg,Supplement,15,0.42,6.3,No
2023-11-10,Paracetamol 500mg,Analgesic,16,0.25,4.0,No
2023-11-10,Ibuprofen 200mg,Analgesic,13,0.37,4.81,No
2023-11-10,Cetirizine 10mg,Antihistamine,30,0.33,9.9,No
2023-11-10,Amoxicillin 500mg,Antibiotic,33,0.83,27.39,Yes
2023-11-10,Azithromycin 250mg,Antibiotic,36,1.1,39.6,Yes
2023-11-10,Metformin 500mg,Antidiabetic,30,0.58,17.4,Yes
2023-11-10,Amlodipine 5mg,Cardiac,24,0.76,18.24,Yes
2023-11-10,Omeprazole 20mg,Gastro,29,0.6,17.4,No
2023-11-10,Salbutamol Inhaler,Respiratory,29,3.55,102.95,Yes
2023-11-10,Vitamin C 1000mg,Supplement,14,0.4,5.6,No
2023-11-11,Paracetamol 500mg,Analgesic,25,0.27,6.75,No
2023-11-11,Ibuprofen 200mg,Analgesic,24,0.34,8.16,No
2023-11-11,Cetirizine 10mg,Antihistamine,26,0.32,8.32,No
2023-11-11,Amoxicillin 500mg,Antibiotic,18,0.83,14.94,Yes
2023-11-11,Azithromycin 250mg,Antibiotic,28,1.15,32.2,Yes
2023-11-11,Metformin 500mg,Antidiabetic,12,0.59,7.08,Yes
2023-11-11,Amlodipine 5mg,Cardiac,23,0.73,16.79,Yes
2023-11-11,Omeprazole 20mg,Gastro,13,0.55,7.15,No
2023-11-11,Salbutamol Inhaler,Respiratory,13,3.64,47.32,Yes
2023-11-11,Vitamin C 1000mg,Supplement,25,0.44,11.0,No
2023-11-12,Paracetamol 500mg,Analgesic,13,0.27,3.51,No
2023-11-12,Ibuprofen 200mg,Analgesic,18,0.36,6.48,No
2023-11-12,Cetirizine 10mg,Antihistamine,14,0.32,4.48,No
2023-11-12,Amoxicillin 500mg,Antibiotic,30,0.8,24.0,Yes
2023-11-12,Azithromycin 250mg,Antibiotic,21,1.2,25.2,Yes
2023-11-12,Metformin 500mg,Antidiabetic,17,0.59,10.03,Yes
2023-11-12,Amlodipine 5mg,Cardiac,15,0.68,10.2,Yes
2023-11-12,Omeprazole 20mg,Gastro,28,0.56,15.68,No
2023-11-12,Salbutamol Inhaler,Respiratory,30,3.35,100.5,Yes
2023-11-12,Vitamin C 1000mg,Supplement,28,0.39,10.92,No
2023-11-13,Paracetamol 500mg,Analgesic,25,0.27,6.75,No
2023-11-13,Ibuprofen 200mg,Analgesic,26,0.38,9.88,No
2023-11-13,Cetirizine 10mg,Antihistamine,25,0.3,7.5,No
2023-11-13,Amoxicillin 500mg,Antibiotic,36,0.87,31.32,Yes
2023-11-13,Azithromycin 250mg,Antibiotic,20,1.17,23.4,Yes
2023-11-13,Metformin 500mg,Antidiabetic,35,0.66,23.1,Yes
2023-11-13,Amlodipine 5mg,Cardiac,28,0.76,21.28,Yes
2023-11-13,Omeprazole 20mg,Gastro,38,0.6,22.8,No
2023-11-13,Salbutamol Inhaler,Respiratory,17,3.35,56.95,Yes
2023-11-13,Vitamin C 1000mg,Supplement,19,0.39,7.41,No
2023-11-14,Paracetamol 500mg,Analgesic,22,0.27,5.94,No
2023-11-14,Ibuprofen 200mg,Analgesic,21,0.38,7.98,No
2023-11-14,Cetirizine 10mg,Antihistamine,38,0.32,12.16,No
2023-11-14,Amoxicillin 500mg,Antibiotic,17,0.83,14.11,Yes
2023-11-14,Azithromycin 250mg,Antibiotic,17,1.14,19.38,Yes
2023-11-14,Metformin 500mg,Antidiabetic,36,0.63,22.68,Yes
2023-11-14,Amlodipine 5mg,Cardiac,20,0.67,13.4,Yes
2023-11-14,Omeprazole 20mg,Gastro,33,0.59,19.47,No
2023-11-14,Salbutamol Inhaler,Respiratory,15,3.65,54.75,Yes
2023-11-14,Vitamin C 1000mg,Supplement,33,0.4,13.2,No
2023-11-15,Paracetamol 500mg,Analgesic,19,0.25,4.75,No
2023-11-15,Ibuprofen 200mg,Analgesic,43,0.35,15.05,No
2023-11-15,Cetirizine 10mg,Antihistamine,39,0.31,12.09,No
2023-11-15,Amoxicillin 500mg,Antibiotic,28,0.8,22.4,Yes
2023-11-15,Azithromycin 250mg,Antibiotic,16,1.05,16.8,Yes
2023-11-15,Metformin 500mg,Antidiabetic,21,0.61,12.81,Yes
2023-11-15,Amlodipine 5mg,Cardiac,18,0.75,13.5,Yes
2023-11-15,Omeprazole 20mg,Gastro,28,0.56,15.68,No
2023-11-15,Salbutamol Inhaler,Respiratory,30,3.81,114.3,Yes
2023-11-15,Vitamin C 1000mg,Supplement,39,0.42,16.38,No
2023-11-16,Paracetamol 500mg,Analgesic,18,0.26,4.68,No
2023-11-16,Ibuprofen 200mg,Analgesic,38,0.37,14.06,No
2023-11-16,Cetirizine 10mg,Antihistamine,40,0.33,13.2,No
2023-11-16,Amoxicillin 500mg,Antibiotic,33,0.83,27.39,Yes
2023-11-16,Azithromycin 250mg,Antibiotic,19,1.19,22.61,Yes
2023-11-16,Metformin 500mg,Antidiabetic,21,0.59,12.39,Yes
2023-11-16,Amlodipine 5mg,Cardiac,18,0.76,13.68,Yes
2023-11-16,Omeprazole 20mg,Gastro,26,0.53,13.78,No
2023-11-16,Salbutamol Inhaler,Respiratory,25,3.84,96.0,Yes
2023-11-16,Vitamin C 1000mg,Supplement,23,0.41,9.43,No
2023-11-17,Paracetamol 500mg,Analgesic,40,0.27,10.8,No
2023-11-17,Ibuprofen 200mg,Analgesic,22,0.33,7.26,No
2023-11-17,Cetirizine 10mg,Antihistamine,30,0.33,9.9,No
2023-11-17,Amoxicillin 500mg,Antibiotic,18,0.83,14.94,Yes
